nombre_modelo,dim_latente,arquitectura,epocas_max,learning_rate,convergio,epocas_reales,mse,precision,parametros
tp3_DeepReLU_L8_lat9_ep10000_lr0_0005,9,DeepReLU_L8,10000,0.0005,False,597,0.15158510116663737,77.05357142857143,4184
tp3_DeepReLU_L8_lat9_ep10000_lr0_00075,9,DeepReLU_L8,10000,0.00075,False,554,0.15201482572063,76.78571428571429,4184
tp3_WideReLU_L10_lat9_ep8000_lr0_0005,9,WideReLU_L10,8000,0.0005,False,656,0.15566921446321763,77.85714285714286,3124
tp3_DeepReLU_L8_lat9_ep8000_lr0_00075,9,DeepReLU_L8,8000,0.00075,False,626,0.15603542344161359,74.01785714285715,4184
tp3_WideReLU_L10_lat9_ep8000_lr0_001,9,WideReLU_L10,8000,0.001,False,483,0.18538970185487608,71.42857142857143,3124
tp3_BalancedAE_lat10_ep10000_lr0_0005,10,BalancedAE,10000,0.0005,False,1297,0.07191119702011162,90.89285714285714,3041
tp3_DeepBalancedAE_lat10_ep10000_lr0_00075,10,DeepBalancedAE,10000,0.00075,False,873,0.09218189380798288,87.67857142857143,4201
tp3_BalancedAE_L9_lat10_ep10000_lr0_001,10,BalancedAE_L9,10000,0.001,False,774,0.09676057037170803,87.32142857142857,3093
tp3_DeepBalancedAE_lat10_ep8000_lr0_00075,10,DeepBalancedAE,8000,0.00075,False,752,0.09728156177896674,87.76785714285714,4201
tp3_BalancedAE_L9_lat10_ep8000_lr0_001,10,BalancedAE_L9,8000,0.001,False,675,0.09756029851178266,87.85714285714286,3093
tp3_BalancedAE_L9_lat10_ep10000_lr0_0005,10,BalancedAE_L9,10000,0.0005,False,940,0.09849634556742774,87.76785714285714,3093
tp3_WideTanhAE_lat10_ep10000_lr0_001,10,WideTanhAE,10000,0.001,False,719,0.09851408593860497,86.69642857142857,3477
tp3_BalancedAE_lat10_ep8000_lr0_0005,10,BalancedAE,8000,0.0005,False,1107,0.10129592220486032,85.80357142857142,3041
tp3_BalancedAE_lat10_ep2000_lr0_001,10,BalancedAE,2000,0.001,False,477,0.10168857703707197,86.16071428571429,3041
tp3_DeepBalancedAE_lat10_ep10000_lr0_0005,10,DeepBalancedAE,10000,0.0005,False,1091,0.10175892925438515,87.41071428571429,4201
tp3_WideTanhAE_lat10_ep10000_lr0_00075,10,WideTanhAE,10000,0.00075,False,723,0.1020372691642757,86.51785714285715,3477
tp3_WideTanhAE_lat10_ep8000_lr0_001,10,WideTanhAE,8000,0.001,False,635,0.10237628274844458,87.58928571428571,3477
tp3_BalancedAE_L9_lat10_ep8000_lr0_0005,10,BalancedAE_L9,8000,0.0005,False,876,0.1032076360074977,86.69642857142857,3093
tp3_WideTanhAE_lat10_ep8000_lr0_0005,10,WideTanhAE,8000,0.0005,False,906,0.10324674572991646,86.25,3477
tp3_WideTanhAE_lat10_ep8000_lr0_00075,10,WideTanhAE,8000,0.00075,False,721,0.10440600209325682,85.89285714285714,3477
tp3_DeepBalancedAE_lat10_ep4000_lr0_001,10,DeepBalancedAE,4000,0.001,False,451,0.10558041828815433,85.44642857142857,4201
tp3_BalancedAE_lat10_ep6000_lr0_0001,10,BalancedAE,6000,0.0001,False,2725,0.10565131575704681,86.60714285714286,3041
tp3_DeepBalancedAE_lat10_ep2000_lr0_0005,10,DeepBalancedAE,2000,0.0005,False,619,0.10746725973194433,85.625,4201
tp3_DeepBalancedAE_lat10_ep6000_lr0_001,10,DeepBalancedAE,6000,0.001,False,508,0.10751091190659474,85.26785714285714,4201
tp3_BalancedAE_lat10_ep4000_lr0_0005,10,BalancedAE,4000,0.0005,False,837,0.10798801449012256,85.71428571428571,3041
tp3_BalancedAE_lat10_ep10000_lr0_001,10,BalancedAE,10000,0.001,False,639,0.10914886883292046,85.80357142857142,3041
tp3_DeepBalancedAE_lat10_ep6000_lr0_0005,10,DeepBalancedAE,6000,0.0005,False,534,0.10979023409475255,85.98214285714286,4201
tp3_BalancedAE_L9_lat10_ep8000_lr0_00075,10,BalancedAE_L9,8000,0.00075,False,690,0.1108948736604151,85.80357142857142,3093
tp3_BalancedAE_lat10_ep2000_lr0_0001,10,BalancedAE,2000,0.0001,False,2000,0.11280527783021058,86.16071428571429,3041
tp3_BalancedAE_L9_lat10_ep10000_lr0_00075,10,BalancedAE_L9,10000,0.00075,False,702,0.11357378592332174,84.91071428571428,3093
tp3_WideTanhAE_lat10_ep10000_lr0_0005,10,WideTanhAE,10000,0.0005,False,805,0.11357481812388352,84.82142857142857,3477
tp3_DeepReLU_L8_lat10_ep10000_lr0_00075,10,DeepReLU_L8,10000,0.00075,False,611,0.11556658083581571,84.375,4201
tp3_BalancedAE_lat10_ep4000_lr0_001,10,BalancedAE,4000,0.001,False,384,0.11618954094395738,85.35714285714285,3041
tp3_BalancedAE_lat10_ep8000_lr0_001,10,BalancedAE,8000,0.001,False,580,0.11664109040722652,84.73214285714286,3041
tp3_BalancedAE_lat10_ep10000_lr0_00075,10,BalancedAE,10000,0.00075,False,711,0.11744704097014298,83.66071428571429,3041
tp3_WideReLU_L10_lat10_ep10000_lr0_001,10,WideReLU_L10,10000,0.001,False,525,0.12174746943440845,84.10714285714286,3145
tp3_WideReLU_L10_lat10_ep8000_lr0_00075,10,WideReLU_L10,8000,0.00075,False,670,0.12547622516764018,81.25,3145
tp3_WideReLU_L10_lat10_ep10000_lr0_0005,10,WideReLU_L10,10000,0.0005,False,701,0.12814808232810646,80.53571428571429,3145
tp3_BalancedAE_lat10_ep6000_lr0_001,10,BalancedAE,6000,0.001,False,375,0.12924753224279145,82.41071428571428,3041
tp3_BalancedAE_lat10_ep4000_lr0_0001,10,BalancedAE,4000,0.0001,False,1608,0.12933741082550476,82.94642857142858,3041
tp3_DeepBalancedAE_lat10_ep8000_lr0_001,10,DeepBalancedAE,8000,0.001,False,545,0.1307745267608267,81.96428571428571,4201
tp3_DeepBalancedAE_lat10_ep2000_lr0_001,10,DeepBalancedAE,2000,0.001,False,326,0.13089650969281497,81.60714285714286,4201
tp3_DeepBalancedAE_lat10_ep8000_lr0_0005,10,DeepBalancedAE,8000,0.0005,False,626,0.1336068842150664,80.35714285714286,4201
tp3_DeepBalancedAE_lat10_ep4000_lr0_0005,10,DeepBalancedAE,4000,0.0005,False,486,0.1348124512963449,81.07142857142857,4201
tp3_BalancedAE_lat10_ep2000_lr0_0005,10,BalancedAE,2000,0.0005,False,473,0.1349021237553324,81.16071428571429,3041
tp3_DeepBalancedAE_lat10_ep10000_lr0_001,10,DeepBalancedAE,10000,0.001,False,527,0.13802993292612428,80.98214285714286,4201
tp3_WideReLU_L10_lat10_ep10000_lr0_00075,10,WideReLU_L10,10000,0.00075,False,581,0.1384025991090891,78.66071428571428,3145
tp3_BalancedAE_lat10_ep6000_lr0_0005,10,BalancedAE,6000,0.0005,False,468,0.1396901689466777,80.26785714285715,3041
tp3_WideReLU_L10_lat10_ep8000_lr0_0005,10,WideReLU_L10,8000,0.0005,False,624,0.14278130601624003,78.48214285714286,3145
tp3_DeepBalancedAE_lat10_ep6000_lr0_0001,10,DeepBalancedAE,6000,0.0001,False,1203,0.14432478770980622,78.92857142857143,4201
tp3_WideReLU_L10_lat10_ep8000_lr0_001,10,WideReLU_L10,8000,0.001,False,512,0.14568956932277619,77.85714285714286,3145
tp3_BalancedAE_lat10_ep8000_lr0_00075,10,BalancedAE,8000,0.00075,False,552,0.14946464070818227,78.92857142857143,3041
tp3_DeepReLU_L8_lat10_ep8000_lr0_0005,10,DeepReLU_L8,8000,0.0005,False,619,0.15466772876530438,76.96428571428572,4201
tp3_DeepReLU_L8_lat10_ep8000_lr0_001,10,DeepReLU_L8,8000,0.001,False,517,0.1618566135019347,75.35714285714286,4201
tp3_DeepBalancedAE_lat10_ep2000_lr0_0001,10,DeepBalancedAE,2000,0.0001,False,779,0.16856100671771473,76.33928571428571,4201
tp3_DeepReLU_L8_lat10_ep10000_lr0_001,10,DeepReLU_L8,10000,0.001,False,495,0.1715794289015382,73.30357142857142,4201
tp3_DeepReLU_L8_lat10_ep10000_lr0_0005,10,DeepReLU_L8,10000,0.0005,False,605,0.1768744471687612,71.69642857142857,4201
tp3_DeepReLU_L8_lat10_ep8000_lr0_00075,10,DeepReLU_L8,8000,0.00075,False,514,0.1788511829884247,75.35714285714286,4201
tp3_DeepBalancedAE_lat10_ep4000_lr0_0001,10,DeepBalancedAE,4000,0.0001,False,680,0.18226965204648224,73.48214285714286,4201
